,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
2038,怎么又笑了,CMU,AD无奖,MS,CS,,,CS , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-14,美国
2039,lplrobert,MIIS@CS@CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-11-22,美国
2040,chris_tine,MIIS@CMU & USC,AD无奖,MS,CS,,,cs , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2041,kiadragon,SIT,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-15,美国
2042,wwxhero,Binghamton,AD无奖,MS,CS,105,317,Computer and application , 北大(自考),  75+, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-11-02,美国
2043,skygaze,RIT,AD小奖,MS,CS,waived,waived,, ,  , 本科Top15 211,,16Fall,2016-01-15,美国
2044,jiaqigu,Wisconsin-Madison,AD无奖,混合,CS,107,156+168+4.0,"CS, Math ", ,  3.98, 海本,,16Fall,2015-12-15,美国
2045,jocelynnn,UCSD,Offer,PhD,CS,111,330,SE , NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-01,美国
2046,leafsherry,Harvard University,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2047,小六毛,NEU,Offer,PhD,CS,105,325 3.0,MIS , BUPT,  92.7/100 1/46, 本科Top30 211,CCF会议C类1作2篇，5作1篇。还有在投的A类1作1篇（已悲剧）,16Fall,2015-11-30,美国
2048,onward,USC,AD无奖,MS,CS,107（20）,152+170+3.5,信息工程 , SJTU,  86.9，17/162, 本科：南大，浙大，复旦，上交,无牛推，水实习,16Fall,2015-12-15,美国
2049,onion1222,usc,AD无奖,MS,CS,,,信息工程 , sjtu,  85.2/100, 本科：南大，浙大，复旦，上交,,16Fall,2016-01-11,美国
2050,zhangwengame,USC,AD无奖,MS,CS,109（S24）,155+170+3.5,CS , 浙大,  3.98, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2051,moveingsun,CS@SIT,AD无奖,MS,CS,,,, BUPT,  , 本科Top30 211,,16Fall,2016-01-10,美国
2052,alanwsx,cmu,AD无奖,MS,CS,,,, 中大,  , 本科Top15 211,,16Fall,2015-12-15,美国
2053,hk060655,Brown,Rej,MS,CS,30+30+24+27=111,159+170+3.5,自动化 , 西安交通大学,  89.3/100, 本科Top30 211,,16Fall,2015-12-02,美国
2054,imdn,Brown,Rej,MS,CS,29+27+23+26=105,156+170+4,自动化 , ZJU,  3.95/4（ZJU算法）, 本科：南大，浙大，复旦，上交,加拿大暑期实习，美赛一奖，无paper,16Fall,2015-12-15,美国
2055,jiaruomi,cs@brown,Rej,MS,CS,,,, ee,zju,  ,,16Fall,12-1,美国
2056,hk060655,CMU,Rej,MS,CS,30+30+24+27=111,159+170+3.5,自动化 , 西安交通大学,  89.3/100, 本科Top30 211,,16Fall,2015-11-30,美国
2057,4eisus,cmu,Rej,MS,CS,,,, ,  , 海本,,16Fall,2015-12-14,美国
2058,wwk55551111,miis@cmu,Rej,MS,CS,108(28),155 170 3,CS , NCEPU,  3.72  1/79, 本科其他211,,16Fall,2015-11-29,美国
2059,ciciluo,"1st Rej@Priceton, 2St Rej@MIIS CMU, 1wl@SM CMU",Rej,MS,CS,104,325+3.5,, whu,  , 本科Top15 211,,16Fall,2016-02-01,美国
2060,RanShall,MIIS@CMU,Rej,MS,CS,102(22),153+168+3,, ,  , 本科Top15 211,,16Fall,2016-01-02,美国
2061,csyhhu,MIIS@CMU,Rej,MS,CS,101(23),152+170+3,Software Engineering , SYSU,  86/100, 本科Top15 211,有科研，论文在投,16Fall,2015-12-10,美国
2062,billchen,MIIS@CMU,Rej,MS,CS,,,IEEE , SJTU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2063,guaguazeezon,MIIS@CMU,Rej,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
2064,hi_ydy,MIIS@CMU,Rej,MS,CS,103(22),155+170+3.5,, BUPT,  90.62, 本科Top30 211,,16Fall,2015-12-03,美国
2065,liliman,MIIS@CMU,Rej,MS,CS,106(s24),150+170+4,CS , ,  3.75/4, 本科：南大，浙大，复旦，上交,无牛推，无paper，有项目和实习,16Fall,2015-12-03,美国
2066,seanxl,CMU,Rej,MS,CS,,,, ,  , 海本,,16Fall,2015-12-15,美国
2067,jisong_L,MIIS，BIC@CMU,Rej,MS,CS,103,330+3,, ,  90多，1, 本科Top30 211,,16Fall,2015-12-12,美国
2068,wxhuann,MIIS@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2069,shelly1996,MIIS@CMU,Rej,MS,CS,,,, ,  , 本科非211,,16Fall,2015-11-10,美国
2070,ForeverZard,MIIS@CMU,Rej,MS,CS,106(23),324=154+170 3,SE , CQU,  89.2/100 RANK 2/178, 本科Top30 211,,16Fall,2015-12-01,美国
2071,nblintao,CMU,Rej,MS,CS,105(s22),154+170+3.5,CS , 浙大,  3.96, 本科：南大，浙大，复旦，上交,跟MIIS相关的不多,16Fall,2015-12-15,美国
2072,y6180070,CMU,Rej,MS,CS,105(R30+L25+S23+W27),322(V152+Q170)+AW3.0,通信工程 , BUPT,  86.21/100, 本科Top15 211,,16Fall,2015-12-03,美国
2073,JohnHolmes,ZJU,Rej,MS,CS,105（S20）,154+167 3.0,信息与通信工程 , ZJU,  88.57/100； 7/198,,,16Fall,2015-12-15,美国
2074,yhcbme,MIIS@CMU,Rej,MS,CS,,,BME , ZJU,  3.87/4，9/88, 本科：南大，浙大，复旦，上交,,16Fall,2015-11-25,美国
2075,sr931112,MIIS@CMU,Rej,MS,CS,30+29+23(S)+248(W) = 106,152+168=320 3.0,信息安全 , HUST,  88.81/100     2/77, 本科Top15 211,HKU实习(论文刚submitted)  HKU 信息安全方向负责人推荐信,16Fall,2015-12-15,美国
2076,mondayjun,MIIS@CMU,Rej,MS,CS,,,CS , BUPT,  , 本科Top15 211,,16Fall,2015-12-02,美国
2077,slothOn,CMU,Rej,MS,CS,,,, 武汉大学,  , 本科Top15 211,,16Fall,2015-12-15,美国
2078,monster_gump,MIIS@CMU,Rej,MS,CS,100,320,CS , SYSU,  3.7/4 5%, 本科Top30 211,,16Fall,2015-12-03,美国
2079,hitnoah,MIIS@CMU,Rej,MS,CS,101(28-28-20-25),325(155+170+3.5),SE , HIT,  87.6/14, 本科Top15 211,无牛推，无论文，正在一年实习期Android开发,16Fall,2015-12-14,美国
2080,木种风,CMU,Rej,MS,CS,"105, W:24, 其他:27","326, 170+156+3.0 (有一次3.5)",Software Engineering , SYSU,"  87.5, 14%", 本科Top15 211,无牛推、科研、交换经历；水实习；学校普通奖学金若干,16Fall,2015-12-14,美国
2081,singku,CMU,Rej,MS,CS,,,CS , HUST,  , 本科Top15 211,,16Fall,2015-12-15,美国
2082,lixin99830,MIIS@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-10,美国
2083,jumpdewey,cs,Rej,MS,CS,,,环境工程 , HUST,  3.6, 本科Top15 211,,16Fall,20151201,美国
2084,samurai_sz,Brandeis University,Rej,MS,CS,102（23）,319（157+162+3.5）,Social Work , ,  3.6/4, 本科非211,,16Fall,2015-12-03,美国
2085,funnybomb,Brandies,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-03,美国
2086,huangyuhen,U Penn,Rej,MS,CS,,,, ,  , 海本,,16Fall,2016-01-11,美国
2087,jocelynnn,UChicago,Offer,PhD,CS,111,330,SE , NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-01,美国
2088,leafsherry,Georgia Tech,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2089,flosea,Drexel University,Offer,PhD,CS,102,328+3.5,, Xidian University,  , 本科其他211,,16Fall,2015-12-17,美国
2090,nblintao,University of Washington,Rej,PhD,CS,105(s22),154+170+3.5,CS , 浙大,  3.96,,一篇期刊二作，一篇一作在投,16Fall,2015-12-15,美国
2091,Holt,UWashington,Rej,PhD,CS,,,, ,  , 本科其他211,,16Fall,2015-12-08,美国
2092,Freezer,University of Washington,Rej,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2093,Ramos_pid,UW,Rej,PhD,CS,,149+170,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-10,美国
2094,kany1111,University of Washington,Rej,PhD,CS,101,151+170,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
2095,yuanfang0524,UWash,Rej,PhD,CS,107,156+170+3,"CS, RI ", PKU,"  GPA 3.78/算法A4.0, A-3.7,B3.5 rank(2/46)", 本科：北大，清华，科大，中科院，特色学校牛专业,国内水实习，Gatech水实习，一篇ICRA二作刚AC,16Fall,2016-01-15,美国
2096,tianbingleng,SIT,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-22,美国
2097,funnybomb,WPI,AD无奖,MS,CS,97（s20）,150+167=317,, ,  低于3.0, 本科：南大，浙大，复旦，上交,Bio转专业,16Fall,2015-12-07,美国
2098,霍然,Boston U,AD无奖,MS,CS,110 (S22),155/170/3.5,, ,  , 本科非211,Gap了一年 推荐人是两个教授和现在的老板 很普通的小公司,16Fall,2016-01-19,美国
2099,hexiangh,Gatech,Offer,PhD,CS,100,148+170+3.5,CS , ,  3.8, 本科：南大，浙大，复旦，上交,实验室老板和本科老板有点交情,16Fall,2015-12-15,美国
2100,Freezer,Georgia Institute of Technology,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2101,glw789,"ECE@Purdue, West Lafayette",Offer,PhD,CS,R30 L28 S26 W25=109,160+170+4,, ,  ,,第三年GPA 1/437，算是个小亮点吧..,16Fall,2015-12-14,美国
2102,祇祷额,WPI,AD无奖,PhD,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-20,美国
2103,Thorium,Georgia Institute of Technology,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2104,punkl,University of Rochester,WaitingList,PhD,CS,102,320,Communication Engineering , UESTC,  3.88/4, 本科Top30 211,一封本科老板 一个现在实验室post 一个学院Chair,16Fall,2015-12-14,美国
2105,换一种心情,Princeton University,Offer,PhD,CS,110 (S23),V167 Q170 AW4.0,, 北航,"  overall 90.6/100, major 94.3/100, rank 1/21", 本科Top30 211,CV方向顶会一作一篇，其他journal和在投的若干。三封海外推荐信，UCSD老板strong推荐信，NUS老板strong推荐信，还有一个UCSD比较熟的老师有一封应该还ok的,16Fall,2016-02-06,美国
2106,Determinant,Princeton,Offer,PhD,CS,,,, 东川路技术学校,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2107,ignescent,Princeton,Offer,PhD,CS,108(S 22),V159/Q168/W4,cs , umich,  3.85/4, 海本,,16Fall,2016-02-06,美国
2108,wanganran,Princeton University,Offer,PhD,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
2109,zhangry868,Purdue University,Offer,PhD,CS,98(S19),149+168+3.0,CS , NJU,  4.62/5.00, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-20,美国
2110,Junecesty,purdue university,Offer,PhD,CS,111,326+3.5,, ,  3.76/4, 本科：南大，浙大，复旦，上交,,16Fall,12.20,美国
2111,zhangry868,Purdue University,Offer,PhD,CS,98(S19),149+168+3.0,CS , NJU,  4.62/5.00, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-20,美国
2112,Determinant,New York University,Offer,PhD,CS,,,, 东川路技术学校,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2113,notperry,Princeton,Rej,PhD,CS,,,, ,  , 海本,,16Fall,2015-12-15,美国
2114,Thorium,Princeton,Rej,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2115,zhangwengame,Princeton,Rej,MS,CS,109,155+170+3.5,CS , 浙大,  3.98, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2116,nonsense,Princeton,WaitingList,PhD,CS,,,, ,  87.4/100 前40%, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-08,美国
2117,guaguazeezon,CMU,AD无奖,MS,CS,106(S23),164+168+3.5,EE , PKU,  80, 本科：北大，清华，科大，中科院，特色学校牛专业,水科研+BAT实习,16Fall,2015-12-14,美国
2118,hk060655,CMU,AD无奖,MS,CS,30+30+24+27=111,159+170+3.5,自动化 , 西安交通大学,  89.4/100, 本科Top30 211,两封IEEE Fellow,16Fall,2015-12-03,美国
2119,meyo,ebiz@CMU,AD无奖,MS,CS,105(24),,ME , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-1,美国
2120,DarthPotter,eBiz@CMU,AD无奖,MS,CS,29 30 30 28 117,162 168 4 330+4,CS , Top60破文理学院,  3.1, 海本,毕设教授和之前实习的Supervisor貌似写的都挺好，15年五月毕业，一直工作到现在,16Fall,12/13/2015,美国
2121,奔跑的Matt,CMU,AD无奖,MS,CS,,VQ均92%,, ,  , 本科Top30 211,,16Fall,2015-12-10,美国
2122,djn658,CMU,AD无奖,MS,CS,Waived,154+169,Chemical Engineering , Rutgers,  3.76/4.00, 海本,,16Fall,2015-12-10,美国
2123,slothOn,CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
2124,Joanne1018,CMU,AD无奖,MS,CS,,,, ,  ,,有一个亚马逊AWS的非技术实习，有封manager的推荐信,16Fall,2015-12-13,美国
2125,gabrielle,CMU,AD无奖,MS,CS,,,EE , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-12-08,美国
2126,jsjtzyy,ebiz@CMU,AD无奖,MS,CS,,,EE , ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-14,美国
2127,FlynnWang,CMU,AD无奖,MS,CS,108=28+29+22+29,325=158+167,CS , HFUT,"  3.52/4(WES), 17%", 本科其他211,,16Fall,2015-10-23,美国
2128,marcusgao,CMU,AD无奖,MS,CS,109,155 169 3.5,CS , THU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
2129,tyraell,Ebiz@CMU,AD无奖,MS,CS,107(r29+l28+s23+w27),326(156+170)+3.5,SE , UESTC,  85, 本科Top30 211,无牛推，无科研，有两个实习和几个跟着老师做的项目，偏工程实践,16Fall,2015-12-12,美国
2130,doraemon757,ebiz@CMU,AD无奖,MS,CS,105,153+170+3,cs , ,  3.2, 本科：北大，清华，科大，中科院，特色学校牛专业,有实习，有项目，有科研经历，无论文,16Fall,2015-12-07,美国
2131,xuyuhao,University of California Irvine,AD无奖,MS,CS,100（S22）,170+157+3.0,CS , 浙大,  3.75, 本科：南大，浙大，复旦，上交,,16Fall,2015-11-15,美国
2132,justoy,The George Washington University,AD无奖,MS,CS,,,焊接工程 , 哈工大,  88.4, 本科Top15 211,,16Fall,2015-12-03,美国
2133,TateHuang,GWU,AD无奖,MS,CS,,,, SCAU,  , 本科非211,,16Fall,2016-01-12,美国
2134,gyzjay,George Washington University,AD无奖,MS,CS,,,CS , 北航,  3.25/4, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-01-05,美国
2135,Haikism,NEU,AD无奖,MS,CS,104,325+3.0,MIS , DUFE,  3.95(WES), 本科非211,若干水paper，小奖,16Fall,2016-01-15,美国
2136,coolxiaobaby,MSCS@NEU,AD无奖,MS,CS,"30, 25, 20, 26, (101)","170, 154, (324), 3.0",CS , NJU,  85.5/100, 本科：南大，浙大，复旦，上交,,16Fall,2016-01-16,美国
2137,sdlcenjoy,NEU,AD无奖,MS,CS,102（s22）,322＋3.5,cs , ,  3.85/4 3/50, 本科其他211,无,16Fall,2016-01-09,美国
2138,slothOn,CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
2139,qzheng93,information assurance@NEU,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-07,美国
2140,taotaower,NEU,AD无奖,MS,CS,,,MIS , DLMU,  3.5/4.0（wes） top20, 本科其他211,,16Fall,2015-12-14,美国
2141,喵大侠君君君,CS@NEU,AD无奖,MS,CS,IELTS 7.0  （S5.5）,320+3.0  （V155  Q165）,软件工程 , 东南大学,  3.42/4, 本科Top30 211,软件测试实习六个月,16Fall,2015-12-31,美国
2142,cccelia,utd,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-07,美国
2143,TWFF,UTD,AD无奖,MS,CS,99,323,SE , 山东大学,  86.6/100, 本科Top15 211,美赛、国赛,16Fall,2016-01-09,美国
2144,靖海听潮,UTD,AD无奖,MS,CS,92,320+3,ECE , ,  3.15, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-21,美国
2145,solar12138,UTD,AD无奖,MS,CS,97(24 23 22 28),322+3,MIS , ,  3.7/4，2/40, 本科其他211,,16Fall,2015-12-14,美国
2146,THeCrusader,Maryland-College Park,AD无奖,MS,CS,,,software engineering , UESTC,  GPA,81.62,,16Fall,2015-12-04,美国
2147,ClaireLi,Robotics MSE@John Hopkins,AD无奖,MS,CS,,,Intelligence Science , PKU,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-05,美国
2148,hk060655,Princeton,Rej,MS,CS,30+30+24+27=111,159+170+3.5,自动化 , 西安交通大学,  89.3/100, 本科Top30 211,两封IEEE Fellow推荐信,16Fall,2015-12-08,美国
2149,nyy86,"ebiz@cmu,princeton",Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-19,美国
2150,yuanfang0524,Princeton,Rej,MS,CS,107 (s 23),156+170+3,"CS, RI ", PKU,"  GPA 3.78/算法A4.0, A-3.7,B3.5 rank(2/46)", 本科：北大，清华，科大，中科院，特色学校牛专业,国内水实习，Gatech水实习，一篇ICRA二作刚AC,16Fall,2016-01-15,美国
2151,Smush,"E-biz@CMU, MSIM@UW",Rej,MS,CS,105(23),320+3,, UIBE,  3/60 3.76(WES), 本科其他211,,16Fall,2015-12-12,美国
2152,crazigoal,ebiz@CMU,Rej,MS,CS,101=29R+27L+23S+22W,334=164V+170Q,CS , BUAA,  3.56/4.0, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2153,linyc_1203,CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-13,美国
2154, xiaovid,eBiz@CMU,Rej,MS,CS,IELTS: 7 (speaking 7),323 (155+168)+3,Software Engineering , SYSU,  3.61/4.0, 本科Top15 211,半年实习,16Fall,2015-12-13,美国
2155,cissyjuice,ebiz@cmu,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2156,hss,cmu,Rej,MS,CS,30+24+23（s）+22=99,152 165 317,通信 , bupt,  82, 本科：北大，清华，科大，中科院，特色学校牛专业,美赛m奖,16Fall,2015-12-14,美国
2157,SophieLiu,eBiz@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-13,美国
2158,烫烫烫烫烫,CMU,Rej,MS,CS,102(S22),323+aw 3,CS , ZJU,  84, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-01,美国
2159,glkwhr,cmu,Rej,MS,CS,101 (s23),v152+q170+aw3,CS , HUST,  83, 本科Top15 211,,16Fall,2015-12-13,美国
2160,y6180070,CMU,Rej,MS,CS,105(R30+L25+S23+W27),322(V152+Q170)+AW3.0,通信工程 , BUPT,  86.21/100, 本科Top15 211,,16Fall,2015-12-03,美国
2161,ForeverZard,CMU,Rej,MS,CS,106(23),324=154+170 3,SE , CQU,  89.2/100(RANK 2/178), 本科Top30 211,,16Fall,2015-12-14,美国
2162,LeeHooray,ebiz@CMU,Rej,MS,CS,106（S23）,320+3.0,SE , SCU,  88.1     11/303, 本科Top15 211,一封UCSD的老师推荐信,16Fall,2015-12-11,美国
2163,ARUI35,CMU,Rej,MS,CS,,,通信工程 , 东南大学,  , 本科Top30 211,,16Fall,2015-12-12,美国
2164,smiling2727,ebiz@CMU,Rej,MS,CS,105,324,MIS , ,  89/100, 本科其他211,无牛推，两个老师和一个经理，amazon+oracle非开发实习，3篇已发水论文,16Fall,2015-12-13,美国
2165,marooned,eBiz@CMU,Rej,MS,CS,109(23),158 168 3.5,CS , 哈工大,  85 37/204, 本科Top30 211,水实习水项目水奖学金水H奖=忽略不计,16Fall,2015-12-04,美国
2166,hitnoah,eBiz@CMU,Rej,MS,CS,101(S20),"325(V155,Q170,AW3.5)",SE , HIT,  87.6/14, 本科Top15 211,无,16Fall,2015-12-15,美国
2167,zp007,ebiz@CMU,Rej,MS,CS,,,计算机科学与技术 , bupt,  , 本科：北大，清华，科大，中科院，特色学校牛专业,交换+实习,16Fall,2015-12-02,美国
2168,nyy86,"ebiz@cmu,princeton",Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-19,美国
2169,南方Giraffe,ebiz@CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-11-22,美国
2170,Smush,"E-biz@CMU, MSIM@UW",Rej,MS,CS,105(23),320+3,, UIBE,  3/60 3.76(WES), 本科其他211,,16Fall,2015-12-12,美国
2171,zerodouble,NEU,Rej,MS,CS,,,, ,  , 本科其他211,,16Fall,2016-01-05,美国
2172,ryermit,NEU,Rej,MS,CS,104(S26),153+170+3.5,Math , PKU,  3.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-01-07,美国
2173,zhanglixue,WPI,Rej,MS,CS,95(19),155+168+4.0,EE , ,"  本科GPA 87/100, 研究生GPA 82/100", 本科其他211,,16Fall,2015-12-25,美国
2174,notperry,MIT,Offer,PhD,CS,,,, ,  , 海本,,16Fall,2015-12-15,美国
2175,Landazar,"EECS@MIT, CSE@UW",Offer,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
2176,怎么又笑了,CMU ECE,Offer,PhD,CS,108 （S:23),158+168+3.0,CS , PKU,  3.66/4 北大算法, 本科：北大，清华，科大，中科院，特色学校牛专业,CMU暑期科研，同时产出HotMobile一作一篇,16Fall,2015-12-26,美国
2177,alexanderhmw,CMU,Offer,PhD,CS,R29+L29+S22+W26=106,V155+Q170+AW3.5,CIS , PKU,  3.54，10/45, 本科：北大，清华，科大，中科院，特色学校牛专业,我在日本的导师是申请导师的学生,16Fall,2015-12-15,美国
2178,hmy9307,Purdue,Offer,PhD,CS,111,156+167+3.5,, SJTU,  2/83, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-18,美国
2179,renli3000,Oregon(OSU),Offer,PhD,CS,waived,,EE , ,  3.1/4, 本科其他211,顶会二作一篇，水会二作2篇 一年研究实习,16Fall,2016-01-15,美国
2180,Landazar,"EECS@MIT, CSE@UW",Offer,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
2181,kendy1992,Rice,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-30,美国
2182,leafsherry,"University of Maryland, College Park (UMD)",Offer,PhD,CS,,,, ,  , 海本,,16Fall,2015-12-15,美国
2183,BigOrange,LTI@CMU,Rej,PhD,CS,101 (S: 23),153+3.0,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2184,markovchain,Princeton University,WaitingList,MS,CS,,,, ,  , 海本,,16Fall,2015-12-25,美国
2185,ShalynChin,Syracuse University - Conditional Admission Notification (FIN)?,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-1-2,美国
2186,ycai,Cornell Tech,AD无奖,MS,CS,109 (s26),318+3.0,材料 , 上海交大,  86.93, 本科：南大，浙大，复旦，上交,Hopkins一封，交大两封,16Fall,2016-01-15,美国
2187,wty60215,usc,AD无奖,MS,CS,107,164 170 3.0,微电子 , 西电,  3.9/4.0   top1%, 本科其他211,比利时交换,16Fall,2015-11-20,美国
2188,Zhengyuan.Yang,CS(SE)@USC,AD无奖,MS,CS,108,323+3.5,EEIS , USTC,  3.93/4.3, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-07,美国
2189,Believers,CS(37学分)@USC,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-11-25,美国
2190,dragonlance,NJIT,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
2191,kittenh2o,Dalhousie,Rej,MS,CS,103,327+3,, ,  3.8, 本科：南大，浙大，复旦，上交,,16Fall,2016-01-01,加拿大
2192,paopao12345,MLT@CMU,Rej,MS,CS,98,327+3.5,SE , ,  3.7/4.0, 本科Top30 211,,16Fall,2015-12-15,美国
2193,glw789,LTI@CMU,Rej,MS,CS,R30 L28 S26 W25,160+170+4,SE , SYSU,  3.7/4.0, 本科Top15 211,,16Fall,2015-12-10,美国
2194,iakul2,RPI,Rej,MS,CS,101 s22,144 170 3.0,CS networking engineering track , ,  3.5/4 北大算法 15%, 本科Top30 211,,16Fall,2015-12-13,美国
2195,大风糊一脸,RPI,Rej,MS,CS,102,323+3.0,CS , ,  3.65, 本科Top30 211,,16Fall,2015-12-17,美国
2196,Freezer,Leland Stanford Junior University,WaitingList,MS,CS,,,, ,  ,,,16Fall,2015-12-07,美国
2197,Determinant,CMU,Offer,PhD,CS,,,, 东川路职业技术学校,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2198,且食蛤蜊,CMU,Offer,PhD,CS,101(S22),152+170+3.0,Machine Intelligence Dept at School of EECS , PKU,"  3.75/4, 1/46", 本科：北大，清华，科大，中科院，特色学校牛专业,CMU教授强推,16Fall,2015-12-03,美国
2199,nonsense,CMU,Offer,PhD,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,某藤校教授推荐信；一篇一作会议论文,16Fall,2015-12-02,美国
2200,violet_xrym,U Chicago,Offer,PhD,CS,Waived,146+168+2.5(有点忘了，大概就是这么低的),CS , ,  3.6, 本科Top15 211,,16Fall,2016-01-01,美国
2201,zinechant,UChicago,Offer,PhD,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-23,美国
2202,wzy930712,CS@UW,Offer,PhD,CS,,,, ,  , 海本,,16Fall,2015-12-15,美国
2203,lxao,UC Riverside,Offer,PhD,CS,,,, ,  ,,,16Fall,2016-01-05,美国
2204,oshizhiyouni,University of Wisconsin–Madison,Offer,PhD,CS,98(19),320,SE , NJU,"  4.54/5, rank 1", 本科：南大，浙大，复旦，上交,,16Fall,12-15,美国
2205,cccelia,northeastern,Offer,PhD,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
2206,caiqizhe,Princeton,Offer,MS,CS,None,157 + 170 + 4.0,CS , Umich,  3.94, 海本,有个实习，有两个research，no paper,16Fall,2015-12-14,美国
2207,steveyang94,UW-Madison,AD小奖,MS,CS,106(S23),155+170+4.0,CS , HIT,  93.3/100, 本科Top15 211,,16Fall,2015-12-04,美国
2208,yyuar,ucsd,AD无奖,MS,CS,29 29 22 26,157 168 3.5,cs , zju,  3.93（浙大算法。。。）, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
2209,土土土土土逗,MScAC@U of Toronto,AD无奖,MS,CS,107（22）,153+170+3.0,, 浙大,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-27,加拿大
2210,nblintao,University of Wisconsin–Madison,Offer,混合,CS,105(s22),154+170+3.5,CS , 浙大,  3.96/4, 本科：南大，浙大，复旦，上交,一篇期刊二作，一篇一作在投,16Fall,2015-12-15,美国
2211,wanganran,UW Seattle,Offer,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
2212,Determinant,UT Austin,Offer,PhD,CS,,,Computer Science , 东川路技术学校,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
